事業者,物件名,都道府県,住所,収容台数,円per時,最大料金_24時間,最大料金_夜間,緯度,経度,取得日時,URL
NPC,NPC24H長居西3丁目パーキング,大阪府,大阪府大阪市住吉区長居西3丁目1-14の西側,21,200,800,400,34.60875528,135.5072914,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1262
NPC,NPC24H鴫野西4丁目パーキング,大阪府,大阪府大阪市城東区鴫野西4-8-16,4,400,1300,600,34.6906525,135.54080205,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1260
NPC,NPC24H桃谷パーキング,大阪府,大阪府大阪市生野区桃谷2-24,3,600,,700,34.659432,135.530718,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1258
NPC,NPC24H勝山北2丁目パーキング,大阪府,大阪府大阪市生野区勝山北2-10-14,8,300,1100,500,34.656134,135.530741,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1258
NPC,NPC24H三国ヶ丘第2パーキング,大阪府,大阪府堺市堺区向陵中町4-1,20,300,800,,34.56613563,135.4956211,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1272
NPC,NPC24H勝山北2丁目第2パーキング,大阪府,大阪府大阪市生野区勝山北2-3、2-2,8,400,600,300,34.65724409,135.53216355,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1258
NPC,NPC24H土居パーキング,大阪府,大阪府守口市土居町8-7-3,5,300,1100,300,34.731536,135.560502,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1286
NPC,NPC24H今福東2丁目パーキング,大阪府,大阪府大阪市城東区今福東2-7,8,400,500,300,34.70200028,135.55765789,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1260
NPC,NPC24H鳥飼野々パーキング,大阪府,大阪府摂津市鳥飼野々一丁目31-12,25,400,800,400,34.77215227,135.5762135,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1301
NPC,NPC24H深江橋パーキング,大阪府,大阪府大阪市城東区永田3丁目7-7,72,200,1000,300,34.68316306,135.5574469,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1260
NPC,NPC24H正風病院パーキング,大阪府,大阪府堺市北区新金岡町5-1-3,42,200,700,400,34.56606053,135.51670866,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1277
NPC,NPC24H小路駅前パーキング,大阪府,大阪府大阪市生野区小路東2-13-15,10,400,600,300,34.66109643,135.55691095,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1258
NPC,NPC24H河内天美駅北第2パーキング,大阪府,大阪府松原市天美東6-18,10,200,500,,34.59031906,135.53438664,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1294
NPC,NPC24H今津南パーキング,大阪府,大阪府大阪市鶴見区今津南1丁目9-15,30,300,600,400,34.68881686,135.5694248,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1266
NPC,NPC24H河内天美駅北パーキング,大阪府,大阪府松原市天美東6-10-12,6,220,700,400,34.58898505,135.53561958,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1294
NPC,NPC24H古川橋駅前パーキング,大阪府,大阪府門真市末広町5-21,6,300,800,400,34.74008976,135.5929599,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1300
NPC,NPC24H高見の里駅前パーキング,大阪府,大阪府松原市高見の里4-789-3,12,200,500,,34.57497172,135.54959744,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1294
NPC,NPC24H小阪パーキング,大阪府,大阪府東大阪市上小阪3-1-6,24,100,600,300,34.65577313,135.5843281,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1304
NPC,NPC24H東大阪市文化創造館駐車場（自動車）,大阪府,大阪府東大阪市御厨南2-3-4,63,200,,300,34.66561878,135.5905338,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1304
NPC,NPC24H鴻池町2丁目パーキング,大阪府,大阪府東大阪市鴻池町2丁目1,21,200,700,,34.69717902,135.6033285,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1304
NPC,NPC24H久宝寺駅前第2パーキング,大阪府,大阪府八尾市龍華町1-4-1,21,,,,34.62147909,135.585974,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1289
NPC,NPC24H久宝寺駅前第1パーキング,大阪府,大阪府八尾市龍華町1-4-1,116,,1200,,34.62144112,135.5861314,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1289
NPC,NPC24H東香里園町パーキング,大阪府,大阪府寝屋川市東香里園町30-16付近,13,220,,300,34.78433748,135.6360992,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1292
NPC,NPC24H恵我之荘パーキング,大阪府,大阪府羽曳野市恵我之荘1-2-2,9,300,600,300,34.57389893,135.57374047,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1299
NPC,NPC24H大東市役所前パーキング,大阪府,大阪府大東市曙町3,12,440,800,300,34.71087847,135.6236538,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1295
NPC,NPC24H市立ひらかた病院駐車場,大阪府,大阪府枚方市禁野本町2-14-1,175,300,1200,,34.82068247,135.65885648,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1287
NPC,NPC24H枚方市保健所駐車場,大阪府,大阪府枚方市禁野本町2丁目13-13,67,300,1200,,34.82068247,135.65885648,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1287
NPC,NPC24H忍ヶ丘駅南パーキング,大阪府,大阪府四條畷市岡山東1-25,10,400,600,,34.74454945,135.6441597,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1306
NPC,NPC24H北条3丁目パーキング,大阪府,大阪府大東市北条3-4-27,20,,500,300,34.73095492,135.64281797,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1295
NPC,NPC24Hmorinekiパーキング,大阪府,大阪府大東市北条3丁目8-33,30,,600,300,34.7300176,135.643673,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1295
NPC,NPC24H東花園駅前パーキング,大阪府,大阪府東大阪市吉田6-2,10,600,700,500,34.66331561,135.62485399,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1304
NPC,NPC24H下六万寺町パーキング,大阪府,大阪府東大阪市下六万寺町2丁目2番2号,19,200,600,,34.65284019,135.6390362,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1304
NPC,NPC24H東映太秦映画村第1駐車場,京都,京都府京都市右京区太秦東蜂岡町10,523,700,,1000,35.01765371,135.7089748,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1216
NPC,NPC24H東映太秦映画村第2駐車場,京都,京都府京都市右京区太秦東蜂岡町10,81,700,,1000,35.01721877,135.709007,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1216
NPC,NPC24H三日市町駅前パーキング,大阪府,大阪府河内長野市三日市町188,85,200,700,300,34.43644432,135.568675,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1293
NPC,NPC24H JR花園駅前パーキング,京都,京都府京都市右京区太秦安井小山町1番3,7,400,,400,35.018602,135.719649,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1216
NPC,NPC24H長尾駅前パーキング,大阪府,大阪府枚方市長尾元町5-35,24,330,500,300,34.82686888,135.7120215,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/27/1287
NPC,NPC24H紫野泉堂町パーキング,京都,京都府京都市北区紫野泉堂町87,8,440,800,,35.04719678,135.7410138,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1209
NPC,NPC24H二条パーキング,京都,京都府京都市中京区西ノ京池ノ内町23,13,600,1200,600,35.009775,135.7451752,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24Hコーナン伏見大手筋店パーキング,京都,京都府京都市伏見区横大路三栖大黒町8-1,86,,500,,34.93277797,135.7544979,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1217
NPC,NPC24H室町御池パーキング,京都,京都府京都市中京区室町通押小路下る御池之町311,6,900,,500,35.011516,135.757976,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24H北生駒駅前パーキング,奈良県,奈良県生駒市上町3522,37,110,700,,34.72495146,135.7231601,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1380
NPC,NPC24H京都ヨドバシパーキング,京都,京都府京都市下京区東塩小路町590-2,502,,1500,1400,34.98914695,135.75849602,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1211
NPC,NPC24H四条烏丸FTスクエアパーキング,京都,京都府京都市下京区四条通烏丸東入長刀鉾町20,20,600,,,35.00293271,135.7598455,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1214
NPC,NPC24H三条東洞院パーキング,京都,京都府京都市中京区東洞院通三条下る三文字町214-1，2，3,6,1200,1800,,35.007861,135.761177,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24H東洞院綾小路パーキング,京都,京都府京都市下京区東洞院通綾小路下る扇酒屋町280、283番地,7,1200,,,35.002241,135.761152,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1214
NPC,NPC24H伏見桃山パーキング,京都,京都府京都市伏見区竹中町609,109,330,600,,34.93711959,135.76240437,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1217
NPC,NPC24H二条角倉町パーキング,京都,京都府京都市中京区新椹木町通二条上る角倉町212番-3、212-1,10,600,1800,600,35.014236,135.768425,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24H京阪七条駅南パーキング,京都,京都府京都市東山区一橋宮ノ内町2-20,4,440,1000,400,34.98849849,135.7686214,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1213
NPC,NPC24H西木屋町パーキング,京都,京都府京都市下京区西木屋町通松原上る三丁目市之町243番,3,660,,,35.00208568,135.7698476,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1214
NPC,NPC24Hヒルトン京都パーキング,京都,京都府京都市中京区下丸屋町413,6,700,8400,,35.01028962,135.77005538,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24H木屋町第4パーキング,京都,京都府京都市中京区河原町通三条下る3丁目東入南車屋町283-1、289-5,3,990,,,35.00648394,135.7701144,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24H木屋町第3パーキング,京都,京都府京都市中京区河原町通三条下る2丁目山崎町236番地14、236番地、15,7,1200,,,35.007601,135.770257,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24H木屋町第5パーキング,京都,京都府京都市中京区河原町通三条下る2丁目東入北車屋町273-1,18,1320,,,35.0069135,135.7702573,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1212
NPC,NPC24H三十三間堂前パーキング,京都,京都府京都市東山区西之門町554,33,440,800,400,34.98915583,135.7709284,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1213
NPC,NPC24H京都泉涌寺パーキング,京都,京都府京都市東山区泉湧寺五葉ノ辻町28,16,300,800,300,34.98227843,135.7711092,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1213
NPC,NPC24H伏見稲荷大社前パーキング,京都,京都府京都市伏見区深草稲荷御前町71番,12,800,,400,34.96720327,135.7710167,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1217
NPC,NPC24H祇園団栗第2パーキング,京都,京都府京都市東山区大和大路通4条下る3丁目博多町70番2,5,1200,,1300,35.0017449,135.7725962,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1213
NPC,NPC24H川端冷泉第2パーキング,京都,京都府京都市左京区聖護院東寺領町6-1,5,440,1000,400,35.0153277,135.773565,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1211
NPC,NPC24H東山五条パーキング,京都,京都府京都市東山区五条坂若宮八幡南前下る慈法院庵町581-3,2,1200,,,34.993577,135.7754,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1213
NPC,NPC24H川端冷泉パーキング,京都,京都府京都市左京区聖護院蓮華蔵町8-8，8-30，19-1，25，25-1，25-9，26-4,14,440,1000,500,35.015312,135.776196,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1211
NPC,NPC24H祇園新橋パーキング,京都,京都府京都市東山区新橋通大和大路東入林下町418,2,900,,,35.005693,135.77639,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1213
NPC,NPC24H知恩院前パーキング,京都,京都府京都市東山区石橋町298-2,5,900,,800,35.00687566,135.77772576,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1213
NPC,NPC24H京田辺駅前パーキング,京都,京都府京田辺市田辺中央5-1-5,40,400,700,300,34.82159089,135.7700787,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1230
NPC,NPC24H新田辺駅前パーキング,京都,京都府京田辺市田辺中央1-7付近,16,400,1000,400,34.820161,135.771229,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1230
NPC,NPC24H近鉄小倉パーキング,京都,京都府宇治市小倉町西浦60-1,48,220,600,,34.8944442,135.7811255,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1223
NPC,NPC24H法隆寺1丁目パーキング,奈良県,奈良県生駒郡斑鳩町法隆寺1‐6‐10,42,,,,34.61126523,135.73427861,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1387
NPC,NPC24H山科勧修寺パーキング,京都,京都府京都市山科区勧修寺西北出町36,12,220,500,300,34.96465084,135.8082272,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1218
NPC,NPC24H京都薬科大学前パーキング,京都,京都府京都市山科区御陵大津畑町55-6,8,600,900,300,34.98958172,135.81149838,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/26/1218
NPC,NPC24H奈良県コンベンションセンター平面駐車場,奈良県,奈良県奈良市三条大路一丁目1,69,200,1000,,34.68285087,135.8044078,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1372
NPC,NPC24H奈良県コンベンションセンター地下駐車場,奈良県,奈良県奈良市三条大路一丁目1,326,200,1000,,34.68278911,135.8045794,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1372
NPC,NPC24H奈良三条添川町パーキング,奈良県,奈良県奈良市三条添川町224-1,7,300,500,300,34.679569,135.8129682,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1372
NPC,なら100年会館駐車場,奈良県,奈良県奈良市三条宮前町7-1,95,300,900,700,34.68085256,135.8161773,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1372
NPC,NPC24Hびわ湖浜大津駅前パーキング,滋賀県,滋賀県大津市浜大津2丁目1-6,16,300,900,400,35.01065045,135.8621933,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1188
NPC,奈良市営JR奈良駅駐車場,奈良県,奈良県奈良市三条本町8-1,244,300,900,700,34.68161572,135.8179958,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1372
NPC,NPC24H大津駅南口パーキング,滋賀県,滋賀県大津市逢坂1丁目9-11,14,400,1100,,35.00226244,135.8633949,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1188
NPC,NPC24H奈良三条町パーキング,奈良県,奈良県奈良市三条町575-4,8,300,500,400,34.68012911,135.82263,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1372
NPC,NPC24H滋賀県庁前パーキング,滋賀県,滋賀県大津市京町3-4,12,660,1500,400,35.00534726,135.8679761,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1188
NPC,NPC24H奈良本子守町パーキング,奈良県,奈良県奈良市本子守町7-1,13,400,,500,34.6809547,135.8262037,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/29/1372
NPC,NPC24H堅田駅前パーキング,滋賀県,滋賀県大津市今堅田2丁目15-14、15-24,33,220,500,,35.12213043,135.9168594,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1188
NPC,NPC24H瀬田駅北パーキング,滋賀県,滋賀県大津市大萱2-28,35,300,700,,34.98604521,135.9234894,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1188
NPC,NPC24H草津本陣パーキング,滋賀県,滋賀県草津市草津2-10,11,400,1000,400,35.01624777,135.9598498,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1192
NPC,NPC24Hアル・プラザ栗東パーキング,滋賀県,滋賀県栗東市綣2-3-22,690,,500,,35.0362883,135.9826861,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1194
NPC,NPC24H cocotto MORIYAMAパーキング,滋賀県,滋賀県守山市勝部1-2-31,184,,900,,35.0502057,135.994341,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1193
NPC,NPC24H守山駅東口パーキング,滋賀県,滋賀県守山市浮気町301-5,236,200,800,,35.05206269,135.9978892,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1193
NPC,NPC24H野洲駅前第2パーキング,滋賀県,滋賀県野洲市北野1-3-6,42,300,700,,35.06839384,136.0208966,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1196
NPC,NPC24H野洲駅前第4パーキング,滋賀県,滋賀県野洲市北野1-5-5,34,300,700,500,35.0693258,136.0209497,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1196
NPC,NPC24H野洲駅前第3パーキング,滋賀県,滋賀県野洲市北野1-9-15,33,300,900,,35.0693877,136.0227009,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1196
NPC,NPC24H野洲駅前パーキング,滋賀県,滋賀県野洲市小篠原2120番15,39,400,900,,35.0665018,136.02437685,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1196
NPC,NPC24H野洲駅前第5パーキング,滋賀県,滋賀県野洲市小篠原2105-4,16,400,800,300,35.06705649,136.0250018,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1196
NPC,NPC24Hフレンドマート八幡鷹飼店パーキング,滋賀県,滋賀県近江八幡市鷹飼町451-1,43,,400,,35.1207786,136.0993065,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1191
NPC,NPC24H近江八幡駅前パーキング,滋賀県,滋賀県近江八幡市鷹飼町457-1,121,200,500,,35.1215863,136.1002954,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1191
NPC,NPC24H近江八幡駅前第2パーキング,滋賀県,滋賀県近江八幡市鷹飼町522,321,200,500,,35.12231322,136.1006827,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1191
NPC,NPC24H近江八幡駅南パーキング,滋賀県,滋賀県近江八幡市鷹飼町南3-5,68,220,,,35.12237949,136.1044519,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1191
NPC,NPC24H近江八幡駅南第2パーキング,滋賀県,滋賀県近江八幡市鷹飼町南3-4-4,27,220,800,,35.12235568,136.1052684,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1191
NPC,NPC24Hフレンドマート能登川店第1パーキング,滋賀県,滋賀県東近江市垣見町1515,196,200,,,35.18128048,136.1645867,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1199
NPC,NPC24Hフレンドマート能登川店第3パーキング,滋賀県,滋賀県東近江市垣見町1500,292,200,800,,35.18125664,136.1660091,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/25/1199
NPC,NPC24H敦賀駅前ottaパーキング,福井県,福井県敦賀市鉄輪町1丁目,31,100,,500,35.64470901,136.0740932,2026-06-30T09:04:43.349Z,https://parking.npc-npc.co.jp/p/18/879
